player_id,player_name,last_season,current_club_id,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,current_club_domestic_competition_id,current_club_name,club_code,club_name,competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,filename,name,sub_type,country_id,country_name,domestic_league_code,url,is_major_national_league,full_name,Still in activity,Has an agent?,market_value_in_millions
197929,Ivan Provedel,2023,398,Italy,Pordenone,Italy,1994-03-17,Goalkeeper,Goalkeeper,right,194.0,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/197929-1695160944.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Ivan Provedel,Yes,No,14.0
199733,Danilo Cataldi,2023,398,Italy,Roma,Italy,1994-08-06,Defensive Midfield,Midfield,right,180.0,2027-06-30 00:00:00,GR Sports,https://img.a.transfermarkt.technology/portrait/header/199733-1661513736.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Danilo Cataldi,Yes,Yes,8.0
200056,Elseid Hysaj,2023,398,Albania,Shkodër,Albania,1994-02-02,Right-Back,Defender,right,182.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/200056-1661350737.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Elseid Hysaj,Yes,No,3.0
224044,Tiago Casasola,2019,398,Argentina,Buenos Aires,Argentina,1995-08-11,Right-Back,Defender,right,189.0,,,https://img.a.transfermarkt.technology/portrait/header/224044-1613557628.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Tiago Casasola,No,No,1.3
239802,Adam Marusic,2023,398,Yugoslavia (Republic),Belgrade,Montenegro,1992-10-17,Right-Back,Defender,right,185.0,2025-06-30 00:00:00,DOO Magnum,https://img.a.transfermarkt.technology/portrait/header/239802-1692962856.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Adam Marusic,Yes,Yes,5.0
266302,Sergej Milinković-Savić,2022,398,,Lleida,,1995-02-27,Central Midfield,Midfield,right,191.0,2024-06-30 00:00:00,Mateja Kezman,https://img.a.transfermarkt.technology/portrait/header/266302-1684856414.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Sergej Milinković-Savić,No,Yes,40.0
283735,Mattia Zaccagni,2023,398,Italy,Cesena,Italy,1995-06-16,Left Winger,Attack,right,177.0,2029-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/283735-1695026445.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Mattia Zaccagni,Yes,No,22.0
287700,Mohamed Fares,2022,398,France,Aubervilliers,Algeria,1996-02-15,Left Midfield,Midfield,left,183.0,2025-06-30 00:00:00,Team Raiola,https://img.a.transfermarkt.technology/portrait/header/287700-1630583213.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Mohamed Fares,No,Yes,1.3
331401,Manuel Lazzari,2023,398,Italy,Valdagno,Italy,1993-11-29,Right Midfield,Midfield,right,174.0,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/331401-1707947147.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Manuel Lazzari,Yes,No,5.0
346567,Luca Pellegrini,2023,398,Italy,Roma,Italy,1999-03-07,Left-Back,Defender,left,178.0,2025-06-30 00:00:00,Team Raiola,https://img.a.transfermarkt.technology/portrait/header/346567-1663065246.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Luca Pellegrini,Yes,Yes,4.0
356141,Daichi Kamada,2023,398,Japan,"Iyo, Ehime",Japan,1996-08-05,Attacking Midfield,Midfield,right,184.0,2024-06-30 00:00:00,Roberto Tukada,https://img.a.transfermarkt.technology/portrait/header/356141-1707947777.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Daichi Kamada,Yes,Yes,15.0
389837,Nicolò Casale,2023,398,Italy,Negrar,Italy,1998-02-14,Centre-Back,Defender,right,191.0,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/389837-1695026993.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Nicolò Casale,Yes,No,14.0
462823,Gustav Isaksen,2023,398,Denmark,Hjerk,Denmark,2001-04-19,Right Winger,Attack,both,181.0,2028-06-30 00:00:00,Boutique Transfers,https://img.a.transfermarkt.technology/portrait/header/462823-1695026324.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Gustav Isaksen,Yes,Yes,12.0
465830,Mattéo Guendouzi,2023,398,France,Poissy,France,1999-04-14,Central Midfield,Midfield,right,185.0,2028-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/465830-1646212708.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Mattéo Guendouzi,Yes,No,25.0
481675,Christos Mandas,2023,398,Greece,Piräus,Greece,2001-09-17,Goalkeeper,Goalkeeper,right,189.0,2028-06-30 00:00:00,DRANGOLD AGENCY,https://img.a.transfermarkt.technology/portrait/header/481675-1693289898.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Christos Mandas,Yes,Yes,1.0
522784,Taty Castellanos,2023,398,Argentina,Mendoza,Argentina,1998-10-03,Centre-Forward,Attack,right,178.0,2028-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/522784-1695027268.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Taty Castellanos,Yes,No,15.0
525704,Nicolò Rovella,2023,398,Italy,Segrate,Italy,2001-12-04,Defensive Midfield,Midfield,right,179.0,2025-06-30 00:00:00,GR Sports,https://img.a.transfermarkt.technology/portrait/header/525704-1663659000.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Nicolò Rovella,Yes,Yes,18.0
618341,Mario Gila,2023,398,Spain,Barcelona,Spain,2000-08-29,Centre-Back,Defender,right,185.0,2027-06-30 00:00:00,Footfeel ISM  ,https://img.a.transfermarkt.technology/portrait/header/618341-1667406185.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Mario Gila,Yes,Yes,8.0
624942,Raúl Moro,2022,398,Spain,Abrera,Spain,2002-12-05,Left Winger,Attack,right,169.0,2025-06-30 00:00:00,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/624942-1632729036.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Raúl Moro,No,Yes,2.5
873981,Diego González,2023,398,Paraguay,Alto Paraná,Paraguay,2003-01-07,Left Winger,Attack,left,177.0,2025-06-30 00:00:00,Chromo Agency,https://img.a.transfermarkt.technology/portrait/header/873981-1695026273.jpg?lm=1,IT1,Società Sportiva Lazio S.p.A.,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,27,27.6,15,55.6,12,Olimpico di Roma,73261,9900000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Diego González,Yes,Yes,1.5
5023,Gianluigi Buffon,2020,506,Italy,Carrara,Italy,1978-01-28,Goalkeeper,Goalkeeper,right,192.0,2024-06-30 00:00:00,Assist,https://img.a.transfermarkt.technology/portrait/header/5023-1448530267.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Gianluigi Buffon,No,Yes,1.0
5817,Andrea Pirlo,2014,506,Italy,Flero,Italy,1979-05-19,Defensive Midfield,Midfield,both,177.0,,TMP SOCCER srl ,https://img.a.transfermarkt.technology/portrait/header/5817-1454934952.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Andrea Pirlo,No,Yes,1.0
6448,Mirko Vucinic,2013,506,Jugoslawien (SFR),Nikšić,Montenegro,1983-10-01,Centre-Forward,Attack,right,186.0,,World Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/6448-1458740095.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Mirko Vucinic,No,Yes,5.0
7109,Andrea Barzagli,2018,506,Italy,Fiesole,Italy,1981-05-08,Centre-Back,Defender,right,187.0,,,https://img.a.transfermarkt.technology/portrait/header/7109-1416219029.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Andrea Barzagli,No,No,1.0
29260,Giorgio Chiellini,2021,506,Italy,Pisa,Italy,1984-08-14,Centre-Back,Defender,left,187.0,2023-12-31 00:00:00,Reset Group Srl,https://img.a.transfermarkt.technology/portrait/header/29260-1678025858.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Giorgio Chiellini,No,Yes,1.0
39153,Gonzalo Higuaín,2019,506,France,Brest,Argentina,1987-12-10,Centre-Forward,Attack,right,184.0,,,https://img.a.transfermarkt.technology/portrait/header/39153-1683728765.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Gonzalo Higuaín,No,No,1.0
44058,Wojciech Szczęsny,2023,506,Poland,Warszawa,Poland,1990-04-18,Goalkeeper,Goalkeeper,right,196.0,2025-06-30 00:00:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/44058-1595847517.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Wojciech Szczęsny,Yes,Yes,8.0
75615,Douglas Costa,2020,506,Brazil,Sapucaia do Sul,Brazil,1990-09-14,Right Winger,Attack,left,172.0,2023-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/75615-1678022249.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Douglas Costa,No,No,1.5
79960,Alex Sandro,2023,506,Brazil,Catanduva,Brazil,1991-01-26,Left-Back,Defender,left,181.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/79960-1661351746.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,,Yes,No,2.0
88682,Mattia De Sciglio,2023,506,Italy,Milano,Italy,1992-10-20,Right-Back,Defender,right,183.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/88682-1663577192.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Mattia De Sciglio,Yes,No,2.0
110923,Mattia Perin,2023,506,Italy,Latina,Italy,1992-11-10,Goalkeeper,Goalkeeper,right,188.0,2025-06-30 00:00:00,World Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/110923-1695107834.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Mattia Perin,Yes,Yes,3.0
122153,Paul Pogba,2023,506,France,Lagny-sur-Marne,France,1993-03-15,Central Midfield,Midfield,both,191.0,2026-06-30 00:00:00,Rafaela Pimenta,https://img.a.transfermarkt.technology/portrait/header/122153-1582114937.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Paul Pogba,Yes,Yes,15.0
145707,Danilo,2023,506,Brazil,Bicas,Brazil,1991-07-15,Centre-Back,Defender,right,184.0,2025-06-30 00:00:00,B2F,https://img.a.transfermarkt.technology/portrait/header/145707-1663577215.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,,Yes,Yes,12.0
161011,Filip Kostić,2023,506,Yugoslavia (Republic),Kragujevac,Serbia,1992-11-01,Left Midfield,Midfield,left,184.0,2026-06-30 00:00:00,World Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/161011-1662127266.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Filip Kostić,Yes,Yes,9.0
162959,Daniele Rugani,2023,506,Italy,Lucca,Italy,1994-07-29,Centre-Back,Defender,right,190.0,2024-06-30 00:00:00,Davide Torchia,https://img.a.transfermarkt.technology/portrait/header/162959-1595858253.jpg?lm=1,IT1,Juventus Football Club,juventus-turin,Juventus Football Club,IT1,,27,26.7,15,55.6,15,Allianz Stadium,41507,28720000.0,,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,serie-a,first_tier,75,Italy,IT1,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1,True,Daniele Rugani,Yes,Yes,4.0
